Role,Company,Location,Date_Posted,Apply_Link
"Associate Data Analyst (New Graduate, Thai Speaking) (Marketing Analytics, Bangkok Based)",Agoda,"Lucknow, Uttar Pradesh, India",1 week ago,https://in.linkedin.com/jobs/view/associate-data-analyst-new-graduate-thai-speaking-marketing-analytics-bangkok-based-at-agoda-4299767619?position=6&pageNum=42&refId=3cIW5E%2FVOG9j4szEP4D84Q%3D%3D&trackingId=QrnPWaVYI6WsMn2HTCkHZg%3D%3D
Senior Data Analyst,Appnext,"Gurugram, Haryana, India",3 days ago,https://in.linkedin.com/jobs/view/senior-data-analyst-at-appnext-4323023085?position=7&pageNum=42&refId=3cIW5E%2FVOG9j4szEP4D84Q%3D%3D&trackingId=1oRN06MjwvWzdunR8vvfcA%3D%3D
Analyst,GlobalData Plc,"Hyderabad, Telangana, India",1 week ago,https://in.linkedin.com/jobs/view/analyst-at-globaldata-plc-4340524390?position=8&pageNum=42&refId=3cIW5E%2FVOG9j4szEP4D84Q%3D%3D&trackingId=GvWA9UzzpycbNHVV0zbFHg%3D%3D
3563492-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/3563492-lead-assistant-manager-at-exl-4304159211?position=9&pageNum=42&refId=3cIW5E%2FVOG9j4szEP4D84Q%3D%3D&trackingId=9uPAshaIv%2FPo3fYjJfmV6Q%3D%3D
4399375-Lead Assistant Manager,EXL,"Noida, Uttar Pradesh, India",4 days ago,https://in.linkedin.com/jobs/view/4399375-lead-assistant-manager-at-exl-4320549142?position=10&pageNum=42&refId=3cIW5E%2FVOG9j4szEP4D84Q%3D%3D&trackingId=YQ60mHdo%2BGhGGhzJLyFBPA%3D%3D
Research Analyst - 45426,Turing,"Gurugram, Haryana, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337071424?position=1&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=Aq%2BwiB1RXk12Fl6jpUwAqA%3D%3D
3562989-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/3562989-lead-assistant-manager-at-exl-4304167136?position=2&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=CTOFZXVmG9j6VBHc8Crd%2Fw%3D%3D
2135752-Lead Assistant Manager,EXL,"Bengaluru, Karnataka, India",4 days ago,https://in.linkedin.com/jobs/view/2135752-lead-assistant-manager-at-exl-4320499302?position=3&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=aO6fAokYnby2NlkNnZ5t3Q%3D%3D
Data Engineer,Ford Motor Company,"Chennai, Tamil Nadu, India",1 day ago,https://in.linkedin.com/jobs/view/data-engineer-at-ford-motor-company-4337235716?position=4&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=WjVAUMyzE1EIDaijL15jEQ%3D%3D
BI Reporting,Barclays,"Bengaluru, Karnataka, India",Recent,https://in.linkedin.com/jobs/view/bi-reporting-at-barclays-4347230117?position=5&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=5GrLWL6%2FScCpIRSSVlKSsQ%3D%3D
3874822-Lead Assistant Manager,EXL,"Bengaluru, Karnataka, India",4 days ago,https://in.linkedin.com/jobs/view/3874822-lead-assistant-manager-at-exl-4320419533?position=6&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=q6jt1j2jAOldMbtGr8MhYg%3D%3D
4605086-Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/4605086-manager-at-exl-4320449371?position=7&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=07c2ylaEsZobhsilhut6Bg%3D%3D
Online Data Analyst,TELUS Digital,"Tiruvottiyūr, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336260315?position=8&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=bm1yHtj3dDerOtIZJBHdPA%3D%3D
Research Analyst - 45426,Turing,"Hyderabad, Telangana, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337250730?position=9&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=68HZ3kSzbpZUbSWbIduJBw%3D%3D
"Senior Data Analyst (Marketing Analytics, Bangkok Based, Relocation provided)",Agoda,Mumbai Metropolitan Region,1 week ago,https://in.linkedin.com/jobs/view/senior-data-analyst-marketing-analytics-bangkok-based-relocation-provided-at-agoda-4299758953?position=10&pageNum=45&refId=vXDtlGCP9EEdxQQYBHjoaQ%3D%3D&trackingId=wZkAJGpEPY%2BeY83YMCxXYg%3D%3D
Finance Data Analyst 2,RSM US LLP,"Bengaluru, Karnataka, India",1 day ago,https://in.linkedin.com/jobs/view/finance-data-analyst-2-at-rsm-us-llp-4302170662?position=1&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=OpfhNVQl6gx7d30qa5mpig%3D%3D
Data Simplification Analyst,Barclays,"Pune, Maharashtra, India",4 days ago,https://in.linkedin.com/jobs/view/data-simplification-analyst-at-barclays-4341324725?position=2&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=CPXjBbBZr3TH2Coe%2FPM4Jw%3D%3D
Quantitative Analyst,Crisil,"Pune, Maharashtra, India",5 days ago,https://in.linkedin.com/jobs/view/quantitative-analyst-at-crisil-4322784620?position=3&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=geHBtpnWzzvdH22S2Lfm6g%3D%3D
Product Analyst,Nium,"Bengaluru, Karnataka, India",4 days ago,https://in.linkedin.com/jobs/view/product-analyst-at-nium-4323142200?position=4&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=pniRITkmmadTLpwSJcmS5g%3D%3D
4400184-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/4400184-lead-assistant-manager-at-exl-4304109200?position=5&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=MLAGAb0JATXsktzpgwYl1A%3D%3D
Data Analyst,GoodSpace AI,India,Recent,https://in.linkedin.com/jobs/view/data-analyst-at-goodspace-ai-4341903121?position=6&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=X5EnGe1OOeD%2Bzb0p1Z6pYA%3D%3D
Freelance Data Analyst - English,TELUS Digital AI Data Solutions,Dhanbad-Ranchi Area,1 week ago,https://in.linkedin.com/jobs/view/freelance-data-analyst-english-at-telus-digital-ai-data-solutions-4336058748?position=7&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=CU04XrdzwF9abEtnBoy38g%3D%3D
4930084-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/4930084-lead-assistant-manager-at-exl-4304114061?position=8&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=5sJantqBBTzrFaYua%2F%2FmgQ%3D%3D
Sr Reporting Analyst,Ericsson,"Gurgaon, Haryana, India",1 day ago,https://in.linkedin.com/jobs/view/sr-reporting-analyst-at-ericsson-4319586362?position=9&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=WFG5qDhdYjSiv1OzTt7XxA%3D%3D
3877036-Assistant Manager,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/3877036-assistant-manager-at-exl-4313637556?position=10&pageNum=47&refId=9Pl9k6L1NqvMSATdu0ze5A%3D%3D&trackingId=%2BDC6xFml4S88Ci9trCUNfQ%3D%3D
Online Data Analyst,TELUS Digital,"Cuddalore, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336270245?position=1&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=GxnoKbJOF4ttanEUuO2T7g%3D%3D
Assistant Manager - Data Analyst - Pune,VOIS,"Pune, Maharashtra, India",1 day ago,https://in.linkedin.com/jobs/view/assistant-manager-data-analyst-pune-at-vois-4336767339?position=2&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=mFjH2qIQXyyBr2aEknxzHg%3D%3D
Data Analyst,Youtag Infotech Private Limited,"Sangli, Maharashtra, India",2 days ago,https://in.linkedin.com/jobs/view/data-analyst-at-youtag-infotech-private-limited-4323344296?position=3&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=PXQSyNEC9PWl7L55gp5zEQ%3D%3D
Python Data Engineer,Synechron,"Pune, Maharashtra, India",3 days ago,https://in.linkedin.com/jobs/view/python-data-engineer-at-synechron-4340926337?position=4&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=%2Bvnq%2BFuT0DdRox8rlJqLRw%3D%3D
Integration Data Analyst,Lloyd's Register,Mumbai Metropolitan Region,1 week ago,https://in.linkedin.com/jobs/view/integration-data-analyst-at-lloyd-s-register-4319043897?position=5&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=NoVGEFGuQAk9L%2B%2FnRaYjng%3D%3D
"Analyst, Privacy",Live Nation Entertainment,"Gurugram, Haryana, India",3 days ago,https://in.linkedin.com/jobs/view/analyst-privacy-at-live-nation-entertainment-4336557582?position=6&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=GooYWjr1YB5Y%2BNzrsBFSXA%3D%3D
Online Data Analyst,TELUS Digital,"Dindigul, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336280238?position=7&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=8D6bZj19Bpl7inC6YWMOUA%3D%3D
Online Data Analyst,TELUS Digital,"Aligarh, Uttar Pradesh, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336120550?position=8&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=ZfbzQm3v3EbKvF%2FxHLT88A%3D%3D
4400294-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/4400294-lead-assistant-manager-at-exl-4304152988?position=9&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=%2BeXQMrUSAxiNd54NyzGoNA%3D%3D
"Data Analyst (Marketing Analytics, Bangkok Based, Relocation provided)",Agoda,Greater Kolkata Area,1 week ago,https://in.linkedin.com/jobs/view/data-analyst-marketing-analytics-bangkok-based-relocation-provided-at-agoda-4299778190?position=10&pageNum=50&refId=bPSoeNzd19CkcEylcjX87g%3D%3D&trackingId=9ucyBc45kOAbJOQXYpelfw%3D%3D
Online Data Analyst,TELUS Digital,"Hosur, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336090707?position=1&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=DDlsJEMoW%2FsnEOUsuehF8Q%3D%3D
Online Data Analyst,TELUS Digital,"Unnao, Uttar Pradesh, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336280099?position=2&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=mWPkjJN7wFfgbYoE3lSAVw%3D%3D
Data & Business Process Analyst,UBS,"Pune, Maharashtra, India",3 days ago,https://in.linkedin.com/jobs/view/data-business-process-analyst-at-ubs-4323163184?position=3&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=%2BnzySJ4xWcbglGPA6EA36Q%3D%3D
3891852-Assistant Manager,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/3891852-assistant-manager-at-exl-4320509306?position=4&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=N2iL1pfCWBfOitV174Wz9Q%3D%3D
Quantitative Analyst,iRage,"Gandhinagar, Gujarat, India",1 week ago,https://in.linkedin.com/jobs/view/quantitative-analyst-at-irage-4322672950?position=5&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=AUBD4gRzGJ5TP8RP2MWP6w%3D%3D
Principal Data Analyst,Mott MacDonald,"Noida, Uttar Pradesh, India",5 days ago,https://in.linkedin.com/jobs/view/principal-data-analyst-at-mott-macdonald-4210999252?position=6&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=dv7PLKtWnOBeTldPdoWZDw%3D%3D
3876996-Senior Executive,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/3876996-senior-executive-at-exl-4320379598?position=7&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=cX0elfxg2My1QFh%2B2mrpMQ%3D%3D
Research Analyst - 45426,Turing,India,2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337250739?position=8&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=ZFOZDfI%2FFjKW76BazHZJgQ%3D%3D
Research Analyst - 45426,Turing,"Pune, Maharashtra, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337051435?position=9&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=uPx5EftemZv9%2Ba17n6cD%2Bw%3D%3D
1984776-Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1984776-manager-at-exl-4320509325?position=10&pageNum=52&refId=CpvtChIdM841TeMXI17Osg%3D%3D&trackingId=ITdrg%2Fe0ILkiYZ1dhxVuQg%3D%3D
3563404-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/3563404-lead-assistant-manager-at-exl-4304154872?position=1&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=pGscSI0LmOkFAwJLXlurog%3D%3D
1984864-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1984864-lead-assistant-manager-at-exl-4304161180?position=2&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=4AYx4KmwgUtb%2BwZZz1XJEQ%3D%3D
"Marketing Data Analyst Contractor - Analytics, Databricks, SQL, Python and AWS",CareerXperts Consulting,"Bengaluru, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/marketing-data-analyst-contractor-analytics-databricks-sql-python-and-aws-at-careerxperts-consulting-4341643028?position=3&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=kfR4gThiSm9zqCNlZkQq%2FA%3D%3D
Talent Data Insights Business Senior Analyst,EY,"Bengaluru, Karnataka, India",1 week ago,https://in.linkedin.com/jobs/view/talent-data-insights-business-senior-analyst-at-ey-4315981614?position=4&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=YPTo9XzvX%2FAhOayjkP6pNA%3D%3D
Research Analyst - 45426,Turing,"Delhi, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337260481?position=5&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=kgB8pX%2Br%2Fh5VpuWrX1uNlw%3D%3D
Online Data Analyst,TELUS Digital,"Tiruppur, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336190455?position=6&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=pc0va6AVmNrwGiz8ghqyIg%3D%3D
Research Analyst - 45426,Turing,"Hyderabad, Telangana, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337041674?position=7&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=ZCAIhGWK%2BA4nigIDevUIEQ%3D%3D
4912084-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/4912084-lead-assistant-manager-at-exl-4304154873?position=8&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=37NI3wT4O3lk6Gcer4Nizw%3D%3D
Online Data Analyst,TELUS Digital,"Pudukkottai, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336270268?position=9&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=YyMaFuTworW5dIkOXymf2w%3D%3D
Research Analyst - 45426,Turing,"Bengaluru, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337210978?position=10&pageNum=55&refId=%2FylrJPQylXpFueRCi6nSnQ%3D%3D&trackingId=IqT817vYX%2FlDLtTHCuqsIg%3D%3D
1984915-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1984915-lead-assistant-manager-at-exl-4304163143?position=1&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=H4XWqXphuU0cFPCH9HEv1Q%3D%3D
Online Data Analyst,TELUS Digital,"Nagapattinam, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336270186?position=2&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=qcaJwcUypd88SpbRxnFShw%3D%3D
"Data Analyst - Data Forward Event, Ahmedabad",S&P Global,"Ahmedabad, Gujarat, India",2 days ago,https://in.linkedin.com/jobs/view/data-analyst-data-forward-event-ahmedabad-at-s-p-global-4323234432?position=3&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=LzIMy6%2Bqnar%2BTAdp9n77QQ%3D%3D
Research Analyst - 45426,Turing,"Mumbai, Maharashtra, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337051428?position=4&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=vddAmhtQNaO1JUPrT8XpEg%3D%3D
Data Engineer,PayPal,"Bengaluru, Karnataka, India",4 days ago,https://in.linkedin.com/jobs/view/data-engineer-at-paypal-4340504642?position=5&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=CgP8uNerWXt4Cl%2FPHgC%2BBw%3D%3D
Online Data Analyst,TELUS Digital,"Karaikkudi, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336070921?position=6&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=fZf2IpCo%2Bf2Rab7x1XZYtw%3D%3D
1985030-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1985030-lead-assistant-manager-at-exl-4303997999?position=7&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=q1o2DZJzjgsS2zAi1D9%2BoA%3D%3D
1970741-Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/1970741-manager-at-exl-4320479440?position=8&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=IXEXP6dqOgtA3bhUC7%2B0dw%3D%3D
Research Analyst - 45426,Turing,"Pune, Maharashtra, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337031872?position=9&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=mc1YDIM%2BYh6cmhDtCJO2og%3D%3D
3562989-Lead Assistant Manager,EXL,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/3562989-lead-assistant-manager-at-exl-4304159200?position=10&pageNum=57&refId=JqQ0RatXZIztHEBXt9sZKQ%3D%3D&trackingId=CuOP%2BETCbXplD6mNbFlTsA%3D%3D
Data modeller,Tredence Inc.,"Bengaluru, Karnataka, India",Recent,https://in.linkedin.com/jobs/view/data-modeller-at-tredence-inc-4338451356?position=1&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=n69rrP6PdlAjipnxsdfXvA%3D%3D
EY - GDS Consulting - AI and DATA - Power BI - Senior-E,EY,"Gurugram, Haryana, India",4 days ago,https://in.linkedin.com/jobs/view/ey-gds-consulting-ai-and-data-power-bi-senior-e-at-ey-4322939158?position=2&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=nMFTVFCkvTXp0zBqLTDnMA%3D%3D
Research Analyst - 45426,Turing,"Delhi, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337171102?position=3&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=aUNj%2Fvw0Lh3PYA%2FoESgo%2Fg%3D%3D
IN-Senior Associate_Power BI Developer _Advisory Corporate _Advisory_Noida,PwC India,"Noida, Uttar Pradesh, India",Recent,https://in.linkedin.com/jobs/view/in-senior-associate-power-bi-developer-advisory-corporate-advisory-noida-at-pwc-india-4292867831?position=4&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=JKojmkICjSEpZl5JyAFhnQ%3D%3D
IN-Senior Associate_Databricks/Pyspark _ D and A_Advisory_Pune,PwC India,"Pune, Maharashtra, India",3 days ago,https://in.linkedin.com/jobs/view/in-senior-associate-databricks-pyspark-d-and-a-advisory-pune-at-pwc-india-4336856557?position=5&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=LEgnMWavqJGzPJ065SJrvw%3D%3D
Research Analyst - 45426,Turing,"Mumbai, Maharashtra, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337051404?position=6&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=DjaOg4A%2B50islZEj4fFPMA%3D%3D
Senior Data Analyst,Hevo Data,"Pune, Maharashtra, India",1 day ago,https://in.linkedin.com/jobs/view/senior-data-analyst-at-hevo-data-4312267010?position=7&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=WDuOCOShtY5CfJmTB55MTQ%3D%3D
Intern- Data Specialist,C2FO,"Noida, Uttar Pradesh, India",3 days ago,https://in.linkedin.com/jobs/view/intern-data-specialist-at-c2fo-4323213442?position=8&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=fEWZv3JZCYzDHxFXAHMDoA%3D%3D
SAS,Cognizant,"Pune, Maharashtra, India",4 days ago,https://in.linkedin.com/jobs/view/sas-at-cognizant-4319310514?position=9&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=J7to9QyAFvFQC7lhNiDFFQ%3D%3D
Senior Data Science Analyst - Capabilities & Insights,McKinsey & Company,"Gurgaon, Haryana, India",5 days ago,https://in.linkedin.com/jobs/view/senior-data-science-analyst-capabilities-insights-at-mckinsey-company-4289957691?position=10&pageNum=60&refId=0dYKRZFCJ%2FEUVCd%2FOjuJIA%3D%3D&trackingId=tsAKadQbvfeN5l%2FfFxYGKw%3D%3D
Power BI Associate,Ares Management,Mumbai Metropolitan Region,1 day ago,https://in.linkedin.com/jobs/view/power-bi-associate-at-ares-management-4299574550?position=1&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=C5kg%2FYVFiR2UTKNyzUWPGA%3D%3D
3977013-Assistant Manager,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/3977013-assistant-manager-at-exl-4320359686?position=2&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=0dKpFDx4D4XZDSnsYS7T4g%3D%3D
Online Data Analyst,TELUS Digital,"Ambur, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336130583?position=3&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=GWH1%2F%2FMF7C%2BnVSG2vq3kVA%3D%3D
Data Engineer Lead,JRD Systems,"Hyderabad, Telangana, India",3 days ago,https://in.linkedin.com/jobs/view/data-engineer-lead-at-jrd-systems-4336777250?position=4&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=UdURZxOwixhR5Bl9BUd%2BqA%3D%3D
4423637-Manager,EXL,"Noida, Uttar Pradesh, India",4 days ago,https://in.linkedin.com/jobs/view/4423637-manager-at-exl-4320419528?position=5&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=UI0JI9VTuR0LWlo7iLNFMQ%3D%3D
Data Engineer,Mastek,"Chennai, Tamil Nadu, India",1 day ago,https://in.linkedin.com/jobs/view/data-engineer-at-mastek-4341991215?position=6&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=npkNV%2B8Jcwv1%2BEYmXoXWDg%3D%3D
Online Data Analyst,TELUS Digital,"Kanchipuram, Tamil Nadu, India",1 week ago,https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-4336160615?position=7&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=XwkUaAzsZWqZU44423%2FP2w%3D%3D
4400732-Senior Executive,EXL,"Kochi, Kerala, India",4 days ago,https://in.linkedin.com/jobs/view/4400732-senior-executive-at-exl-4320571932?position=8&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=X14fM4LjBNrMBTKsQ6MEfA%3D%3D
Data Analysis & Insight Lead,Tatvic ®,"Ahmedabad, Gujarat, India",1 week ago,https://in.linkedin.com/jobs/view/data-analysis-insight-lead-at-tatvic-%C2%AE-4322615603?position=9&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=54BeB9110Fv6Dy5421gHrA%3D%3D
Data Analyst,algoleap,"Bengaluru, Karnataka, India",1 week ago,https://in.linkedin.com/jobs/view/data-analyst-at-algoleap-4340561064?position=10&pageNum=62&refId=LKje3yAou3dNmKSWA8QMIQ%3D%3D&trackingId=o6UOXm6pwGH9Klsc2gmy1A%3D%3D
Research Analyst - 45426,Turing,"Delhi, India",2 days ago,https://in.linkedin.com/jobs/view/research-analyst-45426-at-turing-4337190952?position=1&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=9wo4atK1XoyziW66I7Ff9w%3D%3D
3838853-Senior Executive,EXL,"Chennai, Tamil Nadu, India",4 days ago,https://in.linkedin.com/jobs/view/3838853-senior-executive-at-exl-4320571936?position=2&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=FmKXCIWX63lAu4OJ5tDPuA%3D%3D
IN_Manager_Business Analyst_Data & Analytics_Advisory_Bangalore,PwC India,"Bengaluru, Karnataka, India",2 days ago,https://in.linkedin.com/jobs/view/in-manager-business-analyst-data-analytics-advisory-bangalore-at-pwc-india-4332800870?position=3&pageNum=65&refId=mum5wB4x4MrTYp%2Bv0ZF4EA%3D%3D&trackingId=phe8WCXrwPrmbCie3sWHhg%3D%3D
